director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
M. M. Baig,Vikas Anand,Beena Banerjee,Bindu,"Drama, Family",chhoti bahoo,"M. M. Baig Vikas Anand Beena Banerjee Bindu Drama, Family chhoti bahoo"
B. Krishna Rao,Mamta Kulkarni,Rishikesh Raj,Nawaz Khan,"Drama, Romance, Family",dilbar,"B. Krishna Rao Mamta Kulkarni Rishikesh Raj Nawaz Khan Drama, Romance, Family dilbar"
Harry Baweja,Ajay Devgn,Suniel Shetty,Paresh Rawal,Romance,dilwale,Harry Baweja Ajay Devgn Suniel Shetty Paresh Rawal Romance dilwale
"Sikander Bharti, Veerendra",Sadashiv Amrapurkar,Vikas Anand,Ishita Babbar,Comedy,do fantoosh,"Sikander Bharti, Veerendra Sadashiv Amrapurkar Vikas Anand Ishita Babbar Comedy do fantoosh"
Vimal Kumar,Govinda,Karishma Kapoor,Gulshan Grover,Thriller,dulaara,Vimal Kumar Govinda Karishma Kapoor Gulshan Grover Thriller dulaara
David Dhawan,Vinod Khanna,Rishi Kapoor,Juhi Chawla,"Action, Crime, Comedy",eena meena deeka,"David Dhawan Vinod Khanna Rishi Kapoor Juhi Chawla Action, Crime, Comedy eena meena deeka"
Afzal Ahmad,Vinod Khanna,Govinda,Ayesha Jhulka,abc,ekka raja rani,Afzal Ahmad Vinod Khanna Govinda Ayesha Jhulka abc ekka raja rani
Ashok Gaikwad,Kamal Sadanah,Farheen,Madhoo,abc,fauj,Ashok Gaikwad Kamal Sadanah Farheen Madhoo abc fauj
Joginder,Sahila Chaddha,Suresh Chatwal,Anita Chopra,Action,ganga aur ranga,Joginder Sahila Chaddha Suresh Chatwal Anita Chopra Action ganga aur ranga
Dev Anand,Mamta Kulkarni,Manu Gargi,Anita Ayoob,"Action, Drama, Thriller",gangster,"Dev Anand Mamta Kulkarni Manu Gargi Anita Ayoob Action, Drama, Thriller gangster"
Kalpataru,Jeetendra,Rishi Kapoor,Anita Raj,"Comedy, Romance, Musical",ghar ki izzat,"Kalpataru Jeetendra Rishi Kapoor Anita Raj Comedy, Romance, Musical ghar ki izzat"
Akash Jain,Bindu,Suresh Chatwal,Prem Chopra,abc,gopalaa,Akash Jain Bindu Suresh Chatwal Prem Chopra abc gopalaa
Mukesh Duggal,Sunil Shetty,Karisma Kapoor,Shilpa Shirodkar,"Action, Comedy, Crime, Drama",gopi kishan,"Mukesh Duggal Sunil Shetty Karisma Kapoor Shilpa Shirodkar Action, Comedy, Crime, Drama gopi kishan"
Bharat Rangachary,Rahul Roy,Aparajita,abc,"Comedy, Drama",hanste khelte,"Bharat Rangachary Rahul Roy Aparajita abc Comedy, Drama hanste khelte"
Sooraj R. Barjatya,Madhuri Dixit,Salman Khan,Renuka Shahane,Romance,hum aapke hain koun..!,Sooraj R. Barjatya Madhuri Dixit Salman Khan Renuka Shahane Romance hum aapke hain koun..!
Deepak Bahry,Akshay Kumar,Sunil Shetty,Shilpa Shirodkar,abc,hum hain bemisaal,Deepak Bahry Akshay Kumar Sunil Shetty Shilpa Shirodkar abc hum hain bemisaal
Raj Sippy,Akshay Kumar,Shanti Priya,Prithvi,"Action, Comedy",ikke pe ikka,"Raj Sippy Akshay Kumar Shanti Priya Prithvi Action, Comedy ikke pe ikka"
Latif Khan,Shatrughan Sinha,Sanjay Dutt,Shekhar Suman,"Action, Drama",insaaf apne lahoo se,"Latif Khan Shatrughan Sinha Sanjay Dutt Shekhar Suman Action, Drama insaaf apne lahoo se"
Tony Juneja,Amitabh Bachchan,Sunny Deol,Raveena Tandon,"Action, Crime, Drama",insaniyat,"Tony Juneja Amitabh Bachchan Sunny Deol Raveena Tandon Action, Crime, Drama insaniyat"
Miraq Mirza,Divya Dutta,Brij Gopal,Shafi Inamdar,Romance,ishq mein jeena ishq mein marna,Miraq Mirza Divya Dutta Brij Gopal Shafi Inamdar Romance ishq mein jeena ishq mein marna
Pradeep Pandit,Master Ankit,Banjara,Kishore Anand Bhanushali,"Drama, Fantasy, History",jai maa karwa chauth,"Pradeep Pandit Master Ankit Banjara Kishore Anand Bhanushali Drama, Fantasy, History jai maa karwa chauth"
B.R. Ishara,Raj Babbar,Farah Naaz,Sumeet Saigal,abc,janam se pehle,B.R. Ishara Raj Babbar Farah Naaz Sumeet Saigal abc janam se pehle
T.L.V. Prasad,Sadashiv Amrapurkar,Asrani,Laxmikant Berde,Musical,janta ki adalat,T.L.V. Prasad Sadashiv Amrapurkar Asrani Laxmikant Berde Musical janta ki adalat
Anant Balani,Suchitra Krishnamoorthi,Rohit Roy,Reema Lagoo,Romance,jazbaat,Anant Balani Suchitra Krishnamoorthi Rohit Roy Reema Lagoo Romance jazbaat
Jagdish A. Sharma,Dharmendra,Arman Kohli,Shilpa Shirodkar,Family,juaari,Jagdish A. Sharma Dharmendra Arman Kohli Shilpa Shirodkar Family juaari
Kundan Shah,Shah Rukh Khan,Naseeruddin Shah,Suchitra Krishnamoorthi,Romance,kabhi haan kabhi naa,Kundan Shah Shah Rukh Khan Naseeruddin Shah Suchitra Krishnamoorthi Romance kabhi haan kabhi naa
Sushma Shiromani,Ajay Devgn,Urmila Matondkar,Kiran Kumar,Action,kanoon,Sushma Shiromani Ajay Devgn Urmila Matondkar Kiran Kumar Action kanoon
Shiv Kumar,Vindu Dara Singh,Prem Chopra,Trishna,abc,karan,Shiv Kumar Vindu Dara Singh Prem Chopra Trishna abc karan
Johnny Bakshi,Rajesh Khanna,Madhavi,Deepika Chikhalia,Drama,khudai,Johnny Bakshi Rajesh Khanna Madhavi Deepika Chikhalia Drama khudai
Iqbal Durrani,Govinda,Karishma Kapoor,abc,Action,khuddar,Iqbal Durrani Govinda Karishma Kapoor abc Action khuddar
Raajiv Kumar,Mithun Chakraborty,Pooja Bhatt,Harish Kumar,Action,kranti kshetra,Raajiv Kumar Mithun Chakraborty Pooja Bhatt Harish Kumar Action kranti kshetra
Mehul Kumar,Nana Patekar,Dimple Kapadia,Atul Agnihotri,"Drama, Romance",krantiveer,"Mehul Kumar Nana Patekar Dimple Kapadia Atul Agnihotri Drama, Romance krantiveer"
Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon,Drama,laadla,Raj Kanwar Anil Kapoor Sridevi Raveena Tandon Drama laadla
Bhagwan Thakur,Tinnu Anand,Kiran Kumar,Sujit Kumar,abc,laqshya,Bhagwan Thakur Tinnu Anand Kiran Kumar Sujit Kumar abc laqshya
Deepak Shivdasani,Rekha,Mohsin Khan,Shakti Kapoor,"Action, Crime, Drama, Thriller",madam x,"Deepak Shivdasani Rekha Mohsin Khan Shakti Kapoor Action, Crime, Drama, Thriller madam x"
Vikram Bhatt,Dilip Dhawan,Anjali Jatthar,Faisal Khan,abc,madhosh,Vikram Bhatt Dilip Dhawan Anjali Jatthar Faisal Khan abc madhosh
K. Pappu,Dharmendra,Ayesha Jhulka,Anupam Kher,abc,maha shaktishaali,K. Pappu Dharmendra Ayesha Jhulka Anupam Kher abc maha shaktishaali
Sameer Malkan,Akshay Kumar,Saif Ali Khan,Shilpa Shetty,"Action, Comedy",main khiladi tu anari,"Sameer Malkan Akshay Kumar Saif Ali Khan Shilpa Shetty Action, Comedy main khiladi tu anari"
Shyam Benegal,Farida Jalal,Surekha Sikri,Amit Phalke,Drama,mammo,Shyam Benegal Farida Jalal Surekha Sikri Amit Phalke Drama mammo
Rama Rao Tatineni,Tisca Chopra,Puneet Issar,Sharad S. Kapoor,Action,mera pyara bharat,Rama Rao Tatineni Tisca Chopra Puneet Issar Sharad S. Kapoor Action mera pyara bharat
K.C. Bokadia,Rishi Kapoor,Zeba Bakhtiar,Rakesh Bedi,"Action, Romance, Drama",mohabbat ki arzoo,"K.C. Bokadia Rishi Kapoor Zeba Bakhtiar Rakesh Bedi Action, Romance, Drama mohabbat ki arzoo"
Rajiv Rai,Sunil Shetty,Naseeruddin Shah,Akshay Kumar,Action,mohra,Rajiv Rai Sunil Shetty Naseeruddin Shah Akshay Kumar Action mohra
T. Ramarao,Anil Kapoor,Niki Aneja,Ishrat Ali,"Action, Musical",mr. azaad,"T. Ramarao Anil Kapoor Niki Aneja Ishrat Ali Action, Musical mr. azaad"
Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt,Sonali Bendre,"Action, Crime, Drama",naaraaz,"Mahesh Bhatt Mithun Chakraborty Pooja Bhatt Sonali Bendre Action, Crime, Drama naaraaz"
Bapu,Mithun Chakraborty,Juhi Chawla,Amrish Puri,"Action, Drama, Fantasy",paramaatma,"Bapu Mithun Chakraborty Juhi Chawla Amrish Puri Action, Drama, Fantasy paramaatma"
Ajay Kashyap,Dimple Kapadia,Varsha Usgaonkar,Sadashiv Amrapurkar,Action,pathreela raasta,Ajay Kashyap Dimple Kapadia Varsha Usgaonkar Sadashiv Amrapurkar Action pathreela raasta
Manmohan Singh,Rishi Kapoor,Tabu,Anupam Kher,"Drama, Crime, Action, Comedy",pehla pehla pyar,"Manmohan Singh Rishi Kapoor Tabu Anupam Kher Drama, Crime, Action, Comedy pehla pehla pyar"
Shibu Mitra,Govinda,Karisma Kapoor,Shakti Kapoor,"Action, Drama, Fantasy, Romance",prem shakti,"Shibu Mitra Govinda Karisma Kapoor Shakti Kapoor Action, Drama, Fantasy, Romance prem shakti"
Rajeev Kumar,Rishi Kapoor,Madhoo,Shammi Kapoor,"Drama, Family",prem yog,"Rajeev Kumar Rishi Kapoor Madhoo Shammi Kapoor Drama, Family prem yog"
David Dhawan,Govinda,Karishma Kspoor,Shakti Kapoor,Comedy,raja babu,David Dhawan Govinda Karishma Kspoor Shakti Kapoor Comedy raja babu
Sudharshan Lal,Dharmendra,Mithun Chakraborty,abc,abc,rakhwale,Sudharshan Lal Dharmendra Mithun Chakraborty abc abc rakhwale
Surendra Kumar Bohra,Rishi Kapoor,Juhi Chawla,Deepak Tijori,"Drama, Family",saajan ka ghar,"Surendra Kumar Bohra Rishi Kapoor Juhi Chawla Deepak Tijori Drama, Family saajan ka ghar"
Suraj Prakash,Raj Babbar,Shashi Kapoor,Amjad Khan,Action,saboot mangta hain kanoon,Suraj Prakash Raj Babbar Shashi Kapoor Amjad Khan Action saboot mangta hain kanoon
Shahrukh Sultan,Ayub Khan,Samyukta,Roshini Jaffery,Adventure,salaami,Shahrukh Sultan Ayub Khan Samyukta Roshini Jaffery Adventure salaami
Shomu Mukerji,Salman Khan,Manisha Koirala,abc,abc,sangdil sanam,Shomu Mukerji Salman Khan Manisha Koirala abc abc sangdil sanam
Teerat Singh,Shakti Kapoor,Deepak Shirke,Sapna,Horror,sar kati laash,Teerat Singh Shakti Kapoor Deepak Shirke Sapna Horror sar kati laash
N. Paryani,Kiran Kumar,Raaj Premi,Damini Priya,abc,sholay aur toofan,N. Paryani Kiran Kumar Raaj Premi Damini Priya abc sholay aur toofan
Deepak Balraaj Vij,Jackie Shroff,Avtar Singh Ahluwalia,Tinnu Anand,"Action, Drama, Romance",stuntman,"Deepak Balraaj Vij Jackie Shroff Avtar Singh Ahluwalia Tinnu Anand Action, Drama, Romance stuntman"
Kuku Kohli,Ajay Devgn,Akshay Kumar,Nagma,Action,suhaag,Kuku Kohli Ajay Devgn Akshay Kumar Nagma Action suhaag
K. Bikram Singh,Om Puri,Revathy,Dina Pathak,Drama,tarpan,K. Bikram Singh Om Puri Revathy Dina Pathak Drama tarpan
Partho Ghosh,Mithun Chakraborty,Chunky Pandey,Somy Ali,"Comedy, Drama, Thriller",teesra kaun,"Partho Ghosh Mithun Chakraborty Chunky Pandey Somy Ali Comedy, Drama, Thriller teesra kaun"
N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj,"Action, Drama, Family",tejasvini,"N. Chandra Deepak Malhotra Vijayshanti Charan Raj Action, Drama, Family tejasvini"
Surinder Kapoor,Shikha Swaroop,abc,abc,abc,thanedarni,Surinder Kapoor Shikha Swaroop abc abc abc thanedarni
Mani Kaul,Anu Agarwal,Murad Ali,abc,Drama,the cloud door,Mani Kaul Anu Agarwal Murad Ali abc Drama the cloud door
Mahesh Bhatt,Juhi Chawla,Chiranjeevi,abc,Action,the gentleman,Mahesh Bhatt Juhi Chawla Chiranjeevi abc Action the gentleman
Basu Chatterjee,Om Puri,Rajeshwari Sachdev,Naseeruddin Shah,Drama,triyacharitra,Basu Chatterjee Om Puri Rajeshwari Sachdev Naseeruddin Shah Drama triyacharitra
K.V. Raju,Jeetendra,Moushumi Chatterjee,Kajol,abc,udhaar ki zindagi,K.V. Raju Jeetendra Moushumi Chatterjee Kajol abc udhaar ki zindagi
K. Ravi Shankar,Agha,Ramesh Deo,Seema Deo,abc,ulfat ki nayee manzilen,K. Ravi Shankar Agha Ramesh Deo Seema Deo abc ulfat ki nayee manzilen
Kalpana Bhardwaj,Aayuush Kumar,Mamta Kulkarni,Kulbhushan Kharbanda,Social,vaade iraade,Kalpana Bhardwaj Aayuush Kumar Mamta Kulkarni Kulbhushan Kharbanda Social vaade iraade
Farogh Siddique,Ajay Devgn,Tabu,Suresh Oberoi,"Romance, Drama",vijaypath,"Farogh Siddique Ajay Devgn Tabu Suresh Oberoi Romance, Drama vijaypath"
Subhankar Ghosh,Pallavi Joshi,Neena Gupta,abc,Drama,woh chokri,Subhankar Ghosh Pallavi Joshi Neena Gupta abc Drama woh chokri
Umesh Mehra,Saif Ali Khan,Shweta,Somy Ali,abc,yaar gaddar,Umesh Mehra Saif Ali Khan Shweta Somy Ali abc yaar gaddar
Naresh Malhotra,Akshay Kumar,Saif Ali Khan,Kajol,Romance,yeh dillagi,Naresh Malhotra Akshay Kumar Saif Ali Khan Kajol Romance yeh dillagi
Kumar Bhatia,Tinnu Anand,Master Bhagwan,Kumar Bhatia,"Comedy, Drama",yuhi kabhi,"Kumar Bhatia Tinnu Anand Master Bhagwan Kumar Bhatia Comedy, Drama yuhi kabhi"
Sikander Bharti,Akshay Kumar,Madhoo,abc,Action,zaalim,Sikander Bharti Akshay Kumar Madhoo abc Action zaalim
Raju Subramanian,Akshay Kumar,Ashwini Bhave,Ravi Kishan,"Action, Romance",zakhmi dil,"Raju Subramanian Akshay Kumar Ashwini Bhave Ravi Kishan Action, Romance zakhmi dil"
T. L. V. Prasad,Mithun Chakraborty,Om Puri,Rituparna Sengupta,abc,zakhmi sipahi,T. L. V. Prasad Mithun Chakraborty Om Puri Rituparna Sengupta abc zakhmi sipahi
Bobby Raj,Sanjay Dutt,Raveena Tandon,Alok Nath,Family,zamane se kya darna,Bobby Raj Sanjay Dutt Raveena Tandon Alok Nath Family zamane se kya darna
Esmayeel Shroff,Jay Mehta,Raageshwari,Mala Sinha,abc,zid,Esmayeel Shroff Jay Mehta Raageshwari Mala Sinha abc zid
Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla,"Crime, Romance",aatank hi aatank,"Dilip Shankar Rajinikanth Aamir Khan Juhi Chawla Crime, Romance aatank hi aatank"
Sachin Pilgaonkar,Rohit Kumar,Dharmendra,Anjali Jathar,abc,aazmayish,Sachin Pilgaonkar Rohit Kumar Dharmendra Anjali Jathar abc aazmayish
Harish Shah,Vikas Anand,Sahila Chaddha,Mithun Chakraborty,abc,ab insaf hoga,Harish Shah Vikas Anand Sahila Chaddha Mithun Chakraborty abc ab insaf hoga
Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni,Mohnish Bahl,abc,ahankaar,Ashim S. Samanta Mithun Chakraborty Mamta Kulkarni Mohnish Bahl abc ahankaar
Mansoor Khan,Aamir Khan,Manisha Koirala,abc,Romance,akele hum akele tum,Mansoor Khan Aamir Khan Manisha Koirala abc Romance akele hum akele tum
Ravi Raja,Sunny Deol,Pooja Bhatt,Kulbhushan Kharbanda,abc,angrakshak,Ravi Raja Sunny Deol Pooja Bhatt Kulbhushan Kharbanda abc angrakshak
Ashutosh Gowarikar,Aamir Khan,Mamta Kulkarni,abc,Action,baazi,Ashutosh Gowarikar Aamir Khan Mamta Kulkarni abc Action baazi
Rajkumar Santoshi,Bobby Deol,Twinkle Khanna,abc,Romance,barsaat,Rajkumar Santoshi Bobby Deol Twinkle Khanna abc Romance barsaat
Gulshan Kumar,Krishna Kumar,Shilpa Shirodkar,Sagar,Drama,bewafa sanam,Gulshan Kumar Krishna Kumar Shilpa Shirodkar Sagar Drama bewafa sanam
David Dhawan,Govinda,Karishma Kapoor,Kader Khan,Comedy,coolie no. 1,David Dhawan Govinda Karishma Kapoor Kader Khan Comedy coolie no. 1
Mahesh Bhatt,Akkineni Nagarjuna,Manisha Koirala,Ramya Krishna,abc,criminal,Mahesh Bhatt Akkineni Nagarjuna Manisha Koirala Ramya Krishna abc criminal
Avtar Bhogal Singh,Mahmud Babai,Nimai Bali,Shabnam Chowdhary,Comedy,dil ka doctor,Avtar Bhogal Singh Mahmud Babai Nimai Bali Shabnam Chowdhary Comedy dil ka doctor
Aditya Chopra,Shahrukh Khan,Kajol,Amrish Puri,Romance,dilwale dulhania le jayenge,Aditya Chopra Shahrukh Khan Kajol Amrish Puri Romance dilwale dulhania le jayenge
K. Bapaiah,Mithun Chakraborty,Madhoo,Suresh Oberoi,"Science fiction, Crime, Thriller",diya aur toofan,"K. Bapaiah Mithun Chakraborty Madhoo Suresh Oberoi Science fiction, Crime, Thriller diya aur toofan"
Govind Nihalani,Om Puri,Naseeruddin Shah,Mita Vasisht,"Crime, Drama",droh kaal,"Govind Nihalani Om Puri Naseeruddin Shah Mita Vasisht Crime, Drama droh kaal"
Lawrence D'Souza,Master Altaf,Raj Babbar,Suresh Chatwal,"Action, Crime, Drama",fauji,"Lawrence D'Souza Master Altaf Raj Babbar Suresh Chatwal Action, Crime, Drama fauji"
Deepak Sareen,Sunil Shetty,Harish Kumar,Sonali Bendre,"Action, Drama, Romance, Thriller",gaddaar,"Deepak Sareen Sunil Shetty Harish Kumar Sonali Bendre Action, Drama, Romance, Thriller gaddaar"
Esmayeel Shroff,Raaj Kumar,Jackie Shroff,Gautami,abc,god and gun,Esmayeel Shroff Raaj Kumar Jackie Shroff Gautami abc god and gun
Prem Lalwani,Shahrukh Khan,Manisha Koirala,Deepti Naval,Drama,guddu,Prem Lalwani Shahrukh Khan Manisha Koirala Deepti Naval Drama guddu
Guddu Dhanoa,Ajay Devgn,Kajol,abc,Drama,gundaraj,Guddu Dhanoa Ajay Devgn Kajol abc Drama gundaraj
Vikram Bhatt,Atul Agnihotri,Ishrat Ali,Pooja Bhatt,abc,guneghar,Vikram Bhatt Atul Agnihotri Ishrat Ali Pooja Bhatt abc guneghar
Kuku Kohli,Ajay Devgn,Tabu,Aruna Irani,Drama,haqeeqat,Kuku Kohli Ajay Devgn Tabu Aruna Irani Drama haqeeqat
Anees Bazmee,Vinod Khanna,Ajay Devgn,Kajol,Drama,hulchul,Anees Bazmee Vinod Khanna Ajay Devgn Kajol Drama hulchul
Shafi Inamdar,Rishi Kapoor,Nana Patekar,Pooja Bhatt,"Drama, Musical, Romance",hum dono,"Shafi Inamdar Rishi Kapoor Nana Patekar Pooja Bhatt Drama, Musical, Romance hum dono"
Ambrish Sangal,Vikas Anand,Aparajita,Birbal,Musical,hum sab chor hain,Ambrish Sangal Vikas Anand Aparajita Birbal Musical hum sab chor hain
Francis Xavier,Shah Rukh Khan,Juhi Chawla,abc,abc,jaadu,Francis Xavier Shah Rukh Khan Juhi Chawla abc abc jaadu
Tariq Shah,Jeetendra,Vinod Khanna,Reena Roy,abc,janam kundli,Tariq Shah Jeetendra Vinod Khanna Reena Roy abc janam kundli
Ajay Kashyap,Raaj Kumar,Harish Kumar,Karishma Kapoor,abc,jawab,Ajay Kashyap Raaj Kumar Harish Kumar Karishma Kapoor abc jawab
Sham Ralhan,Jeetendra,Reena Roy,Madhoo,"Action, Romance",kalyug ke avtaar,"Sham Ralhan Jeetendra Reena Roy Madhoo Action, Romance kalyug ke avtaar"
Rakesh Roshan,Salman Khan,Shah Rukh Khan,Kajol,Action,karan arjun,Rakesh Roshan Salman Khan Shah Rukh Khan Kajol Action karan arjun
Raj Kanwar,Sanjay Kapoor,Juhi Chawla,abc,Action,kartavya,Raj Kanwar Sanjay Kapoor Juhi Chawla abc Action kartavya
Harmesh Malhotra,Govinda,Mamta Kulkarni,Raakhee Gulzar,abc,kismat,Harmesh Malhotra Govinda Mamta Kulkarni Raakhee Gulzar abc kismat
Mahesh Bhatt,Jackie Shroff,Manisha Koirala,Paresh Rawal,"Action, Crime, Romance",milan,"Mahesh Bhatt Jackie Shroff Manisha Koirala Paresh Rawal Action, Crime, Romance milan"
Mahesh Bhatt,Naseeruddin Shah,Ajay Devgn,Juhi Chawla,Thriller,naajayaz,Mahesh Bhatt Naseeruddin Shah Ajay Devgn Juhi Chawla Thriller naajayaz
Saeed Akhtar Mirza,Kaifi Azmi,Mayuri Kango,Kay Kay Menon,Drama,naseem,Saeed Akhtar Mirza Kaifi Azmi Mayuri Kango Kay Kay Menon Drama naseem
Jagdish A. Sharma,Akshay Kumar,Farheen,Ekta Sohini,Family,nazar ke samne,Jagdish A. Sharma Akshay Kumar Farheen Ekta Sohini Family nazar ke samne
Raj N. Sippy,Mithun Chakraborty,Rekha,Paresh Rawal,"Drama, Family",nishana,"Raj N. Sippy Mithun Chakraborty Rekha Paresh Rawal Drama, Family nishana"
Ketan Mehta,Shahrukh Khan,Deepa Sahi,Jaaved Jaffrey,abc,oh darling! yeh hai india,Ketan Mehta Shahrukh Khan Deepa Sahi Jaaved Jaffrey abc oh darling! yeh hai india
Harmesh Malhotra,Dharmendra,Jeetendra,Jaya Pradha,abc,paappi devataa,Harmesh Malhotra Dharmendra Jeetendra Jaya Pradha abc paappi devataa
Major Ashok Kaul,Saeed Jaffrey,Kulbhushan Kharbanda,Hema Malini,War,param vir chakra,Major Ashok Kaul Saeed Jaffrey Kulbhushan Kharbanda Hema Malini War param vir chakra
Pappu Verma,Dharmendra,Reena Roy,Mamta Kulkarni,abc,policewala gunda,Pappu Verma Dharmendra Reena Roy Mamta Kulkarni abc policewala gunda
Satish Kaushik,Sanjay Kapoor,Tabu,Deepak Tijori,abc,prem,Satish Kaushik Sanjay Kapoor Tabu Deepak Tijori abc prem
Kannan,Prabhu Deva,Roja Selvamani,M. N. Nambiar,Drama,raasaiyya,Kannan Prabhu Deva Roja Selvamani M. N. Nambiar Drama raasaiyya
K. Pappu,Sunil Shetty,Shilpa Shirodkar,abc,abc,raghuveer,K. Pappu Sunil Shetty Shilpa Shirodkar abc abc raghuveer
Indra Kumar,Sanjay Kapoor,Madhuri Dixit,Paresh Rawal,abc,raja,Indra Kumar Sanjay Kapoor Madhuri Dixit Paresh Rawal abc raja
Rajiv Mehra,Shahrukh Khan,Juhi Chawla,Vivek Mushran,abc,ram jaane,Rajiv Mehra Shahrukh Khan Juhi Chawla Vivek Mushran abc ram jaane
Sanjay Gupta,Jackie Shroff,Manisha Koirala,Dipti Bhatnagar,abc,ram shastra,Sanjay Gupta Jackie Shroff Manisha Koirala Dipti Bhatnagar abc ram shastra
Ram Gopal Varma,Aamir Khan,Urmila Matondkar,Jackie Shroff,abc,rangeela,Ram Gopal Varma Aamir Khan Urmila Matondkar Jackie Shroff abc rangeela
T. Rama Rao,Aditya Pancholi,Mithun Chakraborty,Madhoo,abc,ravan raaj: a true story,T. Rama Rao Aditya Pancholi Mithun Chakraborty Madhoo abc ravan raaj: a true story
"V. Menon, Memon Roy",Govinda,Ashwani Chopra,abc,Musical,rock dancer,"V. Menon, Memon Roy Govinda Ashwani Chopra abc Musical rock dancer"
Jai Prakash,Rishi Kapoor,Raveena Tandon,Sumeet Saigal,"Drama, Family, Romance",saajan ki baahon mein,"Jai Prakash Rishi Kapoor Raveena Tandon Sumeet Saigal Drama, Family, Romance saajan ki baahon mein"
Umesh Mehra,Akshay Kumar,Mamta Kulkarni,Mohnish Behl,abc,sabse bada khiladi,Umesh Mehra Akshay Kumar Mamta Kulkarni Mohnish Behl abc sabse bada khiladi
Shahrukh Sultan,Ayub Khan,Sakshi Shivanand,Shakti Kapoor,Drama,sanjay,Shahrukh Sultan Ayub Khan Sakshi Shivanand Shakti Kapoor Drama sanjay
Mahendra Shah,Raj Babbar,Farah Naaz,Deepak Tijori,"Action, Crime, Drama",sarhad: the border of crime,"Mahendra Shah Raj Babbar Farah Naaz Deepak Tijori Action, Crime, Drama sarhad: the border of crime"
Ramesh Modi,Sumeet Saigal,Neelam Kothari,Vikas Bhalla,Romance,sauda,Ramesh Modi Sumeet Saigal Neelam Kothari Vikas Bhalla Romance sauda
Raju Mavani,Sunil Shetty,Aditya Pancholi,Saif Ali Khan,abc,surakshaa,Raju Mavani Sunil Shetty Aditya Pancholi Saif Ali Khan abc surakshaa
Talat Jani,Dharmendra,Shatrughan Sinha,Kajol,abc,taaqat,Talat Jani Dharmendra Shatrughan Sinha Kajol abc taaqat
Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre,abc,takkar,Bharat Rangachary Naseeruddin Shah Sunil Shetty Sonali Bendre abc takkar
K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani,abc,taqdeerwala,K. Muralimohana Rao Venkatesh Daggubati Raveena Tandon Asrani abc taqdeerwala
Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa,Drama,target,Sandip Ray Mohan Agashe Barun Chakraborty Champa Drama target
Farogh Siddique,Mithun Chakraborty,Sonali Bendre,abc,abc,the don,Farogh Siddique Mithun Chakraborty Sonali Bendre abc abc the don
Dayal Nihalani,Govinda,Shilpa Shetty,Aditya Pancholi,abc,the gambler,Dayal Nihalani Govinda Shilpa Shetty Aditya Pancholi abc the gambler
Mukul S. Anand,Anil Kapoor,Jackie Shroff,Shah Rukh Khan,abc,trimurti,Mukul S. Anand Anil Kapoor Jackie Shroff Shah Rukh Khan abc trimurti
Kanti Shah,Ishrat Ali,Dharmendra,Gautami,abc,veer,Kanti Shah Ishrat Ali Dharmendra Gautami abc veer
K.K. Singh,Salman Khan,Atul Agnihotri,Divya Dutta,abc,veergati,K.K. Singh Salman Khan Atul Agnihotri Divya Dutta abc veergati
David Dhawan,Rishi Kapoor,Madhuri Dixit,Raj Babbar,abc,yaraana,David Dhawan Rishi Kapoor Madhuri Dixit Raj Babbar abc yaraana
Ramesh Sippy,Jeetendra,Shatrughan Sinha,Shahrukh Khan,abc,zamana deewana,Ramesh Sippy Jeetendra Shatrughan Sinha Shahrukh Khan abc zamana deewana
Prem Lalwani,Dharmendra,Girish Karnad,Nafisa Ali,Action,aatank,Prem Lalwani Dharmendra Girish Karnad Nafisa Ali Action aatank
Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala,"Thriller, Drama",agni sakshi,"Partho Ghosh Jackie Shroff Nana Patekar Manisha Koirala Thriller, Drama agni sakshi"
Sachin Pilgaonkar,Sachin Pilgaonkar,Vivek Mushran,Ashok Saraf,"Comedy, Romance",aisi bhi kya jaldi hai,"Sachin Pilgaonkar Sachin Pilgaonkar Vivek Mushran Ashok Saraf Comedy, Romance aisi bhi kya jaldi hai"
Suneel Darshan,Sunny Deol,Karishma Kapoor,Reena Roy,Action,ajay,Suneel Darshan Sunny Deol Karishma Kapoor Reena Roy Action ajay
Anil Ganguly,Sadashiv Amrapurkar,Suresh Bhagwat,Hemant Birje,abc,angaara,Anil Ganguly Sadashiv Amrapurkar Suresh Bhagwat Hemant Birje abc angaara
Arshad Khan,Mithun Chakraborty,Shilpa Shirodkar,abc,abc,apne dam par,Arshad Khan Mithun Chakraborty Shilpa Shirodkar abc abc apne dam par
Jatin Thakran,Sridevi,Danny Denzongpa,Mohnish Behl,Drama,army,Jatin Thakran Sridevi Danny Denzongpa Mohnish Behl Drama army
