director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Anil Devgan,Amita Pathak,Nakuul Mehta,Adhyayan Suman,Drama Romance,haal-e-dil,Anil Devgan Amita Pathak Nakuul Mehta Adhyayan Suman Drama Romance haal-e-dil
Kunal Kohli,Saif Ali Khan,Rani Mukherji,Amisha Patel,Drama Comedy,thoda pyaar thoda magic,Kunal Kohli Saif Ali Khan Rani Mukherji Amisha Patel Drama Comedy thoda pyaar thoda magic
Vinayak Rajesh,Jackie Shroff,Parmeet Sethi,Paresh Rawal,Drama,thodi life thoda magic,Vinayak Rajesh Jackie Shroff Parmeet Sethi Paresh Rawal Drama thodi life thoda magic
Arindam Nandy,Kay Kay Menon,Sonali Kulkarni,Vinay Pathak,abc,via darjeeling,Arindam Nandy Kay Kay Menon Sonali Kulkarni Vinay Pathak abc via darjeeling
Abbas Tyrewala,Imran Khan,Manjari Phadnis,Sugandha Garg,Drama Comedy Romance,jaane tu... ya jaane na,Abbas Tyrewala Imran Khan Manjari Phadnis Sugandha Garg Drama Comedy Romance jaane tu... ya jaane na
Harry Baweja,Priyanka Chopra,Harman Baweja,Boman Irani,Science Fiction Romance,love story 2050,Harry Baweja Priyanka Chopra Harman Baweja Boman Irani Science Fiction Romance love story 2050
Afzal Khan,Manisha Koirala,Ajay Devgn,Sanjay Dutt,Drama Romance,mehbooba,Afzal Khan Manisha Koirala Ajay Devgn Sanjay Dutt Drama Romance mehbooba
Aziz Mirza,Shahid Kapoor,Vidya Balan,Vishal Malhotra,Drama Comedy Romance,kismat konnection,Aziz Mirza Shahid Kapoor Vidya Balan Vishal Malhotra Drama Comedy Romance kismat konnection
Ram Gopal Varma,Adhvik Mahajan,Sakshi Gulati,Kishor Kadam,Drama,contract,Ram Gopal Varma Adhvik Mahajan Sakshi Gulati Kishor Kadam Drama contract
Apoorva Lakhia,Vivek Oberoi,Shriya Saran,Sunil Shetty,Action Adventure Drama,mission istaanbul,Apoorva Lakhia Vivek Oberoi Shriya Saran Sunil Shetty Action Adventure Drama mission istaanbul
Ganesh Acharya,Govinda,Aftab Shivdasani,Upen Patel,Drama Comedy,money hai toh honey hai,Ganesh Acharya Govinda Aftab Shivdasani Upen Patel Drama Comedy money hai toh honey hai
Sachin Khot,Ranvir Shorey,Mallika Sherawat,abc,Drama Romance,ugly aur pagli,Sachin Khot Ranvir Shorey Mallika Sherawat abc Drama Romance ugly aur pagli
"Karan Sharma, Joginder Sharma",Aryeman,Sayali Bhagat,Ranvir Shorey,Comedy,good luck!,"Karan Sharma, Joginder Sharma Aryeman Sayali Bhagat Ranvir Shorey Comedy good luck!"
Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri,Action Comedy,singh is kinng,Anees Bazmee Akshay Kumar Katrina Kaif Om Puri Action Comedy singh is kinng
Siddharth Anand,Ranbir Kapoor,Bipasha Basu,Minissha Lamba,Drama Comedy Romance,bachna ae haseeno,Siddharth Anand Ranbir Kapoor Bipasha Basu Minissha Lamba Drama Comedy Romance bachna ae haseeno
Rumi Jaffery,Sohail Khan,Salman Khan,Priyanka Chopra,Comedy Drama Fantasy,god tussi great ho,Rumi Jaffery Sohail Khan Salman Khan Priyanka Chopra Comedy Drama Fantasy god tussi great ho
Ram Gopal Varma,Amruta Khanvilkar,Ahsaas Channa,Kenny Desai,Drama Horror Mystery,phoonk,Ram Gopal Varma Amruta Khanvilkar Ahsaas Channa Kenny Desai Drama Horror Mystery phoonk
Nishikanth Kamath,Kay Kay Menon,Soha Ali Khan,Paresh Rawal,Drama,mumbai meri jaan,Nishikanth Kamath Kay Kay Menon Soha Ali Khan Paresh Rawal Drama mumbai meri jaan
Sanjay Chhel,Rahul Bose,Mallika Sherawat,abc,abc,maan gaye mughal-e-azam,Sanjay Chhel Rahul Bose Mallika Sherawat abc abc maan gaye mughal-e-azam
Abhishek Kapoor,Arjun Rampal,Farhan Akhtar,Prachi Desai,Drama,rock on!!,Abhishek Kapoor Arjun Rampal Farhan Akhtar Prachi Desai Drama rock on!!
Sachin Yardi,Tusshar Kapoor,Raima Sen,Rajpal Yadav,Comedy,c kkompany,Sachin Yardi Tusshar Kapoor Raima Sen Rajpal Yadav Comedy c kkompany
Kabeer Kaushik,Priyanka Chopra,Bobby Deol,Danny Denzongpa,Action Crime Drama Music Romance Thriller,chamku,Kabeer Kaushik Priyanka Chopra Bobby Deol Danny Denzongpa Action Crime Drama Music Romance Thriller chamku
Mani Shankar,Jackie Shroff,Om Puri,Sunil Shetty,Action,mukhbiir,Mani Shankar Jackie Shroff Om Puri Sunil Shetty Action mukhbiir
Neeraj Pandey,Naseeruddin Shah,Anupam Kher,Jimmy Sheirgill,Drama Thriller,a wednesday!,Neeraj Pandey Naseeruddin Shah Anupam Kher Jimmy Sheirgill Drama Thriller a wednesday!
Santosh Sivan,Rahul Bose,Sarika,Rahul Khanna,Drama,tahaan,Santosh Sivan Rahul Bose Sarika Rahul Khanna Drama tahaan
Vikram Bhatt,Rajneesh Duggal,Adah Sharma,abc,Horror,1920,Vikram Bhatt Rajneesh Duggal Adah Sharma abc Horror 1920
Rituparno Ghosh,Amitabh Bachchan,Preity Zinta,Arjun Rampal,Drama,the last lear,Rituparno Ghosh Amitabh Bachchan Preity Zinta Arjun Rampal Drama the last lear
Shyam Benegal,Shreyas Talpade,Amrita Rao,abc,Comedy,welcome to sajjanpur,Shyam Benegal Shreyas Talpade Amrita Rao abc Comedy welcome to sajjanpur
Shona Urvashi,Tanushree Dutta,Ankur Khanna,Kiron Kher,Comedy Drama,saas bahu aur sensex,Shona Urvashi Tanushree Dutta Ankur Khanna Kiron Kher Comedy Drama saas bahu aur sensex
"Lucky Kohli, Rajesh Bajaj",Sarika,Zain Khan,Sweeny Khara,abc,hari puttar: a comedy of terrors,"Lucky Kohli, Rajesh Bajaj Sarika Zain Khan Sweeny Khara abc hari puttar: a comedy of terrors"
Sanjay Gadhvi,Sanjay Dutt,Imran Khan,Minissha Lamba,Drama Thriller,kidnap,Sanjay Gadhvi Sanjay Dutt Imran Khan Minissha Lamba Drama Thriller kidnap
Goldie Behl,Abhishek Bachchan,Priyanka Chopra,Kay Kay Menon,Action Drama,drona,Goldie Behl Abhishek Bachchan Priyanka Chopra Kay Kay Menon Action Drama drona
Atul Agnihotri,Sohail Khan,Sharman Joshi,Amrita Arora,Comedy Family Music Romance,hello,Atul Agnihotri Sohail Khan Sharman Joshi Amrita Arora Comedy Family Music Romance hello
Satish Kaushik,Himesh Reshammiya,Benjamin Schoefer,Urmila Matondkar,Action Drama Romance Thriller,karzzzz,Satish Kaushik Himesh Reshammiya Benjamin Schoefer Urmila Matondkar Action Drama Romance Thriller karzzzz
Samir Karnik,Salman Khan,Preity Zinta,Mithun Chakraborty,Action Fantasy Family Drama Comedy,heroes,Samir Karnik Salman Khan Preity Zinta Mithun Chakraborty Action Fantasy Family Drama Comedy heroes
Jugal Hansraj,Saif Ali Khan,Kareena Kapoor,Javed Jaffrey,Animation Family,roadside romeo,Jugal Hansraj Saif Ali Khan Kareena Kapoor Javed Jaffrey Animation Family roadside romeo
Rohit Shetty,Ajay Devgn,Kareena Kapoor,Arshad Warsi,Comedy,golmaal returns,Rohit Shetty Ajay Devgn Kareena Kapoor Arshad Warsi Comedy golmaal returns
Madhur Bhandarkar,Priyanka Chopra,Kangana Ranaut,Arbaaz Khan,Family Animation,fashion,Madhur Bhandarkar Priyanka Chopra Kangana Ranaut Arbaaz Khan Family Animation fashion
Saurabh Kabra,Sanjay Dutt,Arjun Rampal,Urmila Matondkar,abc,emi - liya hai toh chukana parega,Saurabh Kabra Sanjay Dutt Arjun Rampal Urmila Matondkar abc emi - liya hai toh chukana parega
Kaushik Ghatak,Isha Koppikar,Sonu Sood,Alok Nath,Drama Romance,ek vivaah... aisa bhi,Kaushik Ghatak Isha Koppikar Sonu Sood Alok Nath Drama Romance ek vivaah... aisa bhi
Shashant Shah,Vinay Pathak,Neha Dhupia,Rajat Kapoor,Drama,dasvidaniya,Shashant Shah Vinay Pathak Neha Dhupia Rajat Kapoor Drama dasvidaniya
Tarun Mansukhani,Abhishek Bachchan,John Abraham,Priyanka Chopra,Drama Comedy Romance,dostana,Tarun Mansukhani Abhishek Bachchan John Abraham Priyanka Chopra Drama Comedy Romance dostana
Jagdish A. Sharma,Kamaal Rashid Khan,Krishna Abhishek,Hrishitaa Bhatt,Action Crime Thriller,deshdrohi,Jagdish A. Sharma Kamaal Rashid Khan Krishna Abhishek Hrishitaa Bhatt Action Crime Thriller deshdrohi
Subhash Ghai,Anil Kapoor,Salman Khan,Zayed Khan,Drama,yuvvraaj,Subhash Ghai Anil Kapoor Salman Khan Zayed Khan Drama yuvvraaj
Neeraj Pathak,Mahima Chaudhry,Dino Morea,Suman Ranganathan,Crime Mystery Romance,gumnaam – the mystery,Neeraj Pathak Mahima Chaudhry Dino Morea Suman Ranganathan Crime Mystery Romance gumnaam – the mystery
Dibakar Banerjee,Abhay Deol,Neetu Chandra,Paresh Rawal,Action Comedy,oye lucky! lucky oye!,Dibakar Banerjee Abhay Deol Neetu Chandra Paresh Rawal Action Comedy oye lucky! lucky oye!
Onir,Shabana Azmi,Boman Irani,Sanjay Suri,Drama Romance,sorry bhai!,Onir Shabana Azmi Boman Irani Sanjay Suri Drama Romance sorry bhai!
Shivam Nair,Paresh Rawal,Naseeruddin Shah,Neha Dhupia,Thriller,maharathi,Shivam Nair Paresh Rawal Naseeruddin Shah Neha Dhupia Thriller maharathi
Anil Sharma (Senior),Irrfan Khan,Rahul Bose,Rahul Khanna,Drama Romance,dil kabaddi,Anil Sharma (Senior) Irrfan Khan Rahul Bose Rahul Khanna Drama Romance dil kabaddi
Chandrakant Kulkarni,Mahesh Manjrekar,Mandira Bedi,Eijaz Khan,Comedy Drama,meerabai not out,Chandrakant Kulkarni Mahesh Manjrekar Mandira Bedi Eijaz Khan Comedy Drama meerabai not out
Sourabh Shrivastava,Vinay Pathak,Saurabh Shukla,Divya Dutta,Comedy,"oh, my god","Sourabh Shrivastava Vinay Pathak Saurabh Shukla Divya Dutta Comedy oh, my god"
Aditya Chopra,Shah Rukh Khan,Anushka Sharma,abc,Comedy Drama Romance,rab ne bana di jodi,Aditya Chopra Shah Rukh Khan Anushka Sharma abc Comedy Drama Romance rab ne bana di jodi
Rakesh Sawant,Rajesh Khanna,Laila Khan,Shahib Chopra,abc,wafaa,Rakesh Sawant Rajesh Khanna Laila Khan Shahib Chopra abc wafaa
A. R. Murugadoss,Aamir Khan,Asin,Jiah Khan,Action Drama Mystery Thriller,ghajini,A. R. Murugadoss Aamir Khan Asin Jiah Khan Action Drama Mystery Thriller ghajini
Kompin Kemgumnird,Akshay Kumar,Lara Dutta,Dimple Kapadia,Drama Fantasy,jumbo,Kompin Kemgumnird Akshay Kumar Lara Dutta Dimple Kapadia Drama Fantasy jumbo
Amrit Sagar,Manoj Bajpai,Ravi Kishan,abc,Documentary History,1971,Amrit Sagar Manoj Bajpai Ravi Kishan abc Documentary History 1971
Chandra Sekhar Yeleti,Pawan Malhotra,Mohit Chadda,abc,Comedy Thriller,50 lakh,Chandra Sekhar Yeleti Pawan Malhotra Mohit Chadda abc Comedy Thriller 50 lakh
Sridhar Rangayan,Mouli Ganguly,Joy Sengupta,Jayati Bhatia,Drama,68 pages,Sridhar Rangayan Mouli Ganguly Joy Sengupta Jayati Bhatia Drama 68 pages
Ram Gopal Varma,Amitabh Bachchan,Ajay Devgn,Sushmita Sen,Drama Action Mystery,aag,Ram Gopal Varma Amitabh Bachchan Ajay Devgn Sushmita Sen Drama Action Mystery aag
Anil Mehta,Madhuri Dixit,Akshaye Khanna,Kunal Kapoor,Romance Drama,aaja nachle,Anil Mehta Madhuri Dixit Akshaye Khanna Kunal Kapoor Romance Drama aaja nachle
Prashant Chadda,Himesh Reshammiya,Hansika Motwani,Mallika Sherawat,Romance Thriller,aap kaa surroor,Prashant Chadda Himesh Reshammiya Hansika Motwani Mallika Sherawat Romance Thriller aap kaa surroor
Anant Mahadevan,Shreyas Talpade,Tushar Kapoor,Udita Goswami,Drama Romance Thriller,aggar,Anant Mahadevan Shreyas Talpade Tushar Kapoor Udita Goswami Drama Romance Thriller aggar
Anant Mahadevan,Emraan Hashmi,Tusshar Kapoor,abc,abc,anjaam,Anant Mahadevan Emraan Hashmi Tusshar Kapoor abc abc anjaam
Manish Jha,Siddharth Koirala,Rajpal Yadav,Nauheed Cyrusi,Comedy,anwar,Manish Jha Siddharth Koirala Rajpal Yadav Nauheed Cyrusi Comedy anwar
Kaushik Roy,Irrfan Khan,Shobana,abc,Drama Science Fiction,apna asmaan,Kaushik Roy Irrfan Khan Shobana abc Drama Science Fiction apna asmaan
Anil Sharma,Dharmendra,Sunny Deol,Bobby Deol,Drama,apne,Anil Sharma Dharmendra Sunny Deol Bobby Deol Drama apne
S. Soni,Krishna Abhishek,Kashmira Shah,Jackie Shroff,abc,aur pappu paas ho gaya,S. Soni Krishna Abhishek Kashmira Shah Jackie Shroff abc aur pappu paas ho gaya
Mohit Suri,Emraan Hashmi,Shriya Saran,Mrinalini Sharma,Action Crime Drama Thriller,awarapan,Mohit Suri Emraan Hashmi Shriya Saran Mrinalini Sharma Action Crime Drama Thriller awarapan
Pankaj Sharma,Ashar Shaikh,Adarsh Gautam,Namrata Sawhney,Animation Family,bal ganesh,Pankaj Sharma Ashar Shaikh Adarsh Gautam Namrata Sawhney Animation Family bal ganesh
Anees Bazmee,Ajay Devgn,Bhumika Chawla,Sameera Reddy,Horror Action Drama,benaam,Anees Bazmee Ajay Devgn Bhumika Chawla Sameera Reddy Horror Action Drama benaam
Sagar Ballary,Vinay Pathak,Sarika,Rajat Kapoor,abc,bheja fry,Sagar Ballary Vinay Pathak Sarika Rajat Kapoor abc bheja fry
Priyadarshan,Akshay Kumar,Vidya Balan,Amisha Patel,Comedy Horror Thriller,bhool bhulaiyaa,Priyadarshan Akshay Kumar Vidya Balan Amisha Patel Comedy Horror Thriller bhool bhulaiyaa
Pavan Kaul,Dino Morea,Milind Soman,Sheetal Menon,abc,bhram,Pavan Kaul Dino Morea Milind Soman Sheetal Menon abc bhram
Guddu Dhanoa,Sunny Deol,Priyanka Chopra,Raju Srivastava,Action Crime,big brother,Guddu Dhanoa Sunny Deol Priyanka Chopra Raju Srivastava Action Crime big brother
Anurag Kashyap,Kay Kay Menon,Pavan Malhotra,Aditya Srivastava,Music Comedy Horror,black friday,Anurag Kashyap Kay Kay Menon Pavan Malhotra Aditya Srivastava Music Comedy Horror black friday
Vishal Bhardwaj,Ayesha Takia,Siddharth,Pankaj Kapur,Action,blood brothers,Vishal Bhardwaj Ayesha Takia Siddharth Pankaj Kapur Action blood brothers
Vishal Bhardwaj,Shreya Sharma,Pankaj Kapur,abc,Animation Romance,the blue umbrella,Vishal Bhardwaj Shreya Sharma Pankaj Kapur abc Animation Romance the blue umbrella
Raj Pendurkar,Sunil Pal,Raju Shrivastav,Asrani,Comedy Action Adventure Romance Drama,bombay to goa,Raj Pendurkar Sunil Pal Raju Shrivastav Asrani Comedy Action Adventure Romance Drama bombay to goa
Rahul Rawail,Rakhi Sawant,Anupam Kher,Om Puri,Comedy,buddha mar gaya,Rahul Rawail Rakhi Sawant Anupam Kher Om Puri Comedy buddha mar gaya
Anubhav Sinha,Ajay Devgn,Sunil Shetty,Zayed Khan,Action Adventure Comedy Thriller,cash,Anubhav Sinha Ajay Devgn Sunil Shetty Zayed Khan Action Adventure Comedy Thriller cash
Shimit Amin,Shah Rukh Khan,Sagarika Ghatge,Vidya Malvade,Drama,chak de! india,Shimit Amin Shah Rukh Khan Sagarika Ghatge Vidya Malvade Drama chak de! india
Indrajit Singh,Armaan Shahabi,Gracy Singh,abc,abc,chanchal,Indrajit Singh Armaan Shahabi Gracy Singh abc abc chanchal
R. Balki,Amitabh Bachchan,Tabu,Paresh Rawal,Drama Romance,cheeni kum,R. Balki Amitabh Bachchan Tabu Paresh Rawal Drama Romance cheeni kum
Dillip Sood,Jimmy Sheirgill,Kim Sharma,abc,Thriller,chhodon naa yaar,Dillip Sood Jimmy Sheirgill Kim Sharma abc Thriller chhodon naa yaar
Sukhwant Dhadda,Vinod Khanna,Gracy Singh,Sudhanshu Pandey,Drama Music Romance,chooriyan,Sukhwant Dhadda Vinod Khanna Gracy Singh Sudhanshu Pandey Drama Music Romance chooriyan
Maninder Bhandari,Waqar Khan,Mushtaq Khan,Gufi Paintal,abc,cocktail: the deadly combination,Maninder Bhandari Waqar Khan Mushtaq Khan Gufi Paintal abc cocktail: the deadly combination
Ram Gopal Verma,Fardeen Khan,Isha Koppikar,Esha Deol,Horror Thriller,darling,Ram Gopal Verma Fardeen Khan Isha Koppikar Esha Deol Horror Thriller darling
Anand Kumar,Jimmy Sheirgill,Neha Dhupia,Om Puri,abc,delhii heights,Anand Kumar Jimmy Sheirgill Neha Dhupia Om Puri abc delhii heights
Indra Kumar,Javed Jaffrey,Sanjay Dutt,Riteish Deshmukh,Comedy Action Adventure,dhamaal,Indra Kumar Javed Jaffrey Sanjay Dutt Riteish Deshmukh Comedy Action Adventure dhamaal
Vivek Agnihotri,John Abraham,Bipasha Basu,Arshad Warsi,Drama,goal,Vivek Agnihotri John Abraham Bipasha Basu Arshad Warsi Drama goal
Bhavna Talwar,Pankaj Kapur,Hrishitaa Bhatt,Supriya Pathak,Drama History,dharm,Bhavna Talwar Pankaj Kapur Hrishitaa Bhatt Supriya Pathak Drama History dharm
Pooja Bhatt,Muzammil Ibrahim,Tulip Joshi,Anupam Kher,Drama Action Romance Thriller,dhokha,Pooja Bhatt Muzammil Ibrahim Tulip Joshi Anupam Kher Drama Action Romance Thriller dhokha
Priyadarshan,Kunal Khemu,Sharman Joshi,Rajpal Yadav,Family,dhol,Priyadarshan Kunal Khemu Sharman Joshi Rajpal Yadav Family dhol
Manish Tiwary,Shreyas Talpade,Nikita Anand,Imaad Shah,Drama,dil dosti etc,Manish Tiwary Shreyas Talpade Nikita Anand Imaad Shah Drama dil dosti etc
Aditya Raj Kapoor,Rishi Kapoor,Suniel Shetty,abc,abc,don't stop dreaming,Aditya Raj Kapoor Rishi Kapoor Suniel Shetty abc abc don't stop dreaming
Sanjay Gupta,Sanjay Dutt,Sunil Shetty,Arbaaz Khan,Drama,dus kahaniyaan,Sanjay Gupta Sanjay Dutt Sunil Shetty Arbaaz Khan Drama dus kahaniyaan
Sanjay Khanduri,Abhay Deol,Neha Dhupia,abc,Action Comedy,ek chalis ki last local,Sanjay Khanduri Abhay Deol Neha Dhupia abc Action Comedy ek chalis ki last local
Vidhu Vinod Chopra,Amitabh Bachchan,Sharmila Tagore,Sanjay Dutt,Action Drama Thriller,eklavya: the royal guard,Vidhu Vinod Chopra Amitabh Bachchan Sharmila Tagore Sanjay Dutt Action Drama Thriller eklavya: the royal guard
Neeraj Vora,Arjun Rampal,Dia Mirza,abc,Comedy Drama Romance,familywala,Neeraj Vora Arjun Rampal Dia Mirza abc Comedy Drama Romance familywala
Ahmed Khan,Shahid Kapoor,Sunny Deol,Ayesha Takia,Action Comedy,fool & final,Ahmed Khan Shahid Kapoor Sunny Deol Ayesha Takia Action Comedy fool & final
Feroz Abbas Khan,Akshaye Khanna,Shefali Shah,Bhumika Chawla,Drama History,"gandhi, my father","Feroz Abbas Khan Akshaye Khanna Shefali Shah Bhumika Chawla Drama History gandhi, my father"
Abhishek Chhadha,Amitabh Bachchan,Bhumika Chawla,abc,Drama Romance,gangotri,Abhishek Chhadha Amitabh Bachchan Bhumika Chawla abc Drama Romance gangotri
Akku Akbar,Rituparna Sengupta,Atul Kulkarni,abc,Horror Drama Thriller,gauri: the unborn,Akku Akbar Rituparna Sengupta Atul Kulkarni abc Horror Drama Thriller gauri: the unborn
